-8.32204,-5.95693,09K95A,Low
2.69001,-9.31232,0VM1CI,Mid
8.82877,-11.9557,1RGWDX,Mid
-3.17931,9.02994,1T56G4,Low
0.515723,-2.07922,26QQrO,Low
-11.2242,11.9622,4XSG4Y,Mid
-12.9884,-6.31001,5MKWBH,Low
-2.49194,6.65518,6LVPX8,Mid
11.1357,7.20067,9XELA5,High
-1.81055,13.192,9XNMJT,High
-1.93724,-4.27319,DLODDN,High
3.69671,-4.08079,DZVZH0,High
3.62001,1.126,EPJUNL,Mid
13.868,0.818819,EUQG8X,Mid
8.8626,-15.6319,F80LGF,Low
0.0991287,-3.96414,F9HJUU,Low
7.69578,1.64969,FMFSCB,High
6.2081,-5.71333,G7E225,High
-23.981,0.771542,H6CSMA,Mid
-0.950353,4.26641,I5N225,Mid
-8.79622,-7.01509,J1O0BL,Low
6.9837,-1.63268,J3UYDR,Low
-10.0616,5.81709,JDWAOR,Low
3.5679,-1.72003,LYDUBY,High
-12.0451,2.34203,MKBDBY,Low
-1.33298,5.30946,N5IZ3L,Low
-2.8981,-10.1039,NDBDKD,High
2.26649,-0.303416,O3VQFQ,Mid
13.2285,-3.98012,QBC0SD,High
7.47996,-6.35546,T80OF8,High
-1.20297,-0.391121,U6GTOL,Low
-6.36894,9.30312,UMKISW,Mid
0.132674,0.549727,VSTPH2,High
7.43671,6.29959,W5FDMV,Mid
-11.2262,-0.680913,XAD1I4,Low
1.05095,-1.39763,XXN4TH,Low
12.6265,0.243227,XYBF9C,Mid
-2.93348,15.2056,Y45ETC,High
-0.404071,-2.33504,YP7H46,Mid
-10.8036,3.11844,ZIBR7F,Mid
11.6596,-0.574257,ZP6YP4,High
