5.17904,-0.959521,09K95A,Low
7.98826,1.48835,0VM1CI,Mid
7.93867,1.3918,1RGWDX,Mid
6.17483,-8.6943,1T56G4,Low
-18.217,5.76264,26QQrO,Low
11.1598,-11.1281,4XSG4Y,Mid
-0.4852,1.50007,5MKWBH,Low
-25.8435,-4.60538,6LVPX8,Mid
5.38502,-0.536573,9XELA5,High
13.0346,-17.6449,9XNMJT,High
4.6341,-1.08647,DLODDN,High
-1.38585,1.54743,DZVZH0,High
3.70172,4.06235,EPJUNL,Mid
-8.90717,14.9091,EUQG8X,Mid
-5.85364,10.0554,F80LGF,Low
2.6156,1.21634,F9HJUU,Low
-17.5153,2.7944,FMFSCB,High
-8.79191,9.05964,G7E225,High
-5.92572,-16.2036,H6CSMA,Mid
9.74704,-9.86011,I5N225,Mid
7.64103,-5.14289,J1O0BL,Low
-1.86909,8.94799,J3UYDR,Low
13.5616,-13.2694,JDWAOR,Low
-13.8515,9.03464,LYDUBY,High
-2.17135,-1.26314,MKBDBY,Low
3.0503,3.38769,N5IZ3L,Low
4.29889,1.53415,NDBDKD,High
3.38537,-4.89495,O3VQFQ,Mid
1.93874,6.04897,QBC0SD,High
-4.07389,8.89258,T80OF8,High
4.67544,-7.9151,U6GTOL,Low
-4.95788,3.7137,UMKISW,Mid
-7.363,14.2943,VSTPH2,High
4.69835,8.90363,W5FDMV,Mid
6.77065,-9.86035,XAD1I4,Low
-16.7425,-4.12979,XXN4TH,Low
2.94194,-3.91266,XYBF9C,Mid
9.74218,-0.746588,Y45ETC,High
-12.3508,14.7247,YP7H46,Mid
9.61467,-11.5099,ZIBR7F,Mid
6.42754,0.0937102,ZP6YP4,High
