-5.9177,-6.81944,09K95A,Low
0.331764,-7.43878,0VM1CI,Mid
8.67164,-9.90002,1RGWDX,Mid
-3.6528,6.90432,1T56G4,Low
-2.66732,-3.21909,26QQrO,Low
-8.40193,10.5631,4XSG4Y,Mid
-10.1207,-5.81901,5MKWBH,Low
-0.569797,6.1085,6LVPX8,Mid
9.47473,6.76701,9XELA5,High
-2.03692,13.4831,9XNMJT,High
1.17787,-2.13125,DLODDN,High
2.58049,-2.52127,DZVZH0,High
3.04445,0.290329,EPJUNL,Mid
10.8432,1.39933,EUQG8X,Mid
8.33533,-13.2506,F80LGF,Low
-2.51873,-4.20355,F9HJUU,Low
6.2716,1.57995,FMFSCB,High
4.18825,-4.08843,G7E225,High
-18.0393,-2.04067,H6CSMA,Mid
0.745908,2.51746,I5N225,Mid
-8.25009,-6.55606,J1O0BL,Low
3.14948,-0.212385,J3UYDR,Low
-7.60861,3.70636,JDWAOR,Low
1.3082,-0.417213,LYDUBY,High
-11.2546,-0.0240393,MKBDBY,Low
-2.01624,4.53138,N5IZ3L,Low
-0.163674,-8.26889,NDBDKD,High
1.40838,0.222531,O3VQFQ,Mid
12.0488,-0.212558,QBC0SD,High
5.8171,-4.45862,T80OF8,High
1.11681,-1.66648,U6GTOL,Low
-6.91144,7.92461,UMKISW,Mid
-2.27243,-0.0638455,VSTPH2,High
3.78205,5.52154,W5FDMV,Mid
-7.79108,-0.57674,XAD1I4,Low
2.93177,-1.13497,XXN4TH,Low
9.16204,-0.596635,XYBF9C,Mid
-0.275844,11.4584,Y45ETC,High
-0.709883,-2.92866,YP7H46,Mid
-6.44775,6.14045,ZIBR7F,Mid
9.30404,-1.91454,ZP6YP4,High
