"geneID","varExps","congruence","score"
"C00009",1,1,1
"K01736",0.985232270198424,0.962605545956826,0.973918908077625
"C00086",0.947485000824351,1,0.973742500412175
"K01924",0.995616279165745,0.950806807006917,0.973211543086331
"K00927",0.993656642374802,0.951552467249333,0.972604554812068
"K01735",0.973910400497055,0.950494702871593,0.962202551684324
"K01803",0.972548908089017,0.950022630157143,0.96128576912308
"K03075",0.984989968892873,0.935723605355607,0.96035678712424
"K00525",0.956709812206946,0.963655744809777,0.960182778508361
"C00137",0.920216097842301,1,0.96010804892115
"K03671",1,0.919922978907632,0.959961489453816
"K05366",0.991358037889066,0.928364769507542,0.959861403698304
"K00891",0.965584089011948,0.952832305203826,0.959208197107887
"K01588",0.978781248042995,0.932761342911709,0.955771295477352
"K01662",0.956806986239621,0.952903465323639,0.95485522578163
"K01783",0.976114414677133,0.933579179449226,0.95484679706318
"K00645",0.909546277256884,1,0.954773138628442
"C00158",0.905867363325638,1,0.952933681662819
"K01890",0.971515507542817,0.934208987228808,0.952862247385812
"K00954",0.972934213256038,0.93192936771528,0.952431790485659
"K00761",0.973420112625548,0.929286019023568,0.951353065824558
"K02563",0.969349527121806,0.932000518600691,0.950675022861249
"K00948",0.957445252169722,0.942156978462028,0.949801115315875
"C00346",0.896914757227243,1,0.948457378613621
"K01866",0.968521803282413,0.926282944224867,0.94740237375364
"K00760",0.959765650387673,0.934602177101153,0.947183913744413
"K09903",0.96665858422106,0.927661156444672,0.947159870332866
"K03596",0.966906512891224,0.926792790242315,0.94684965156677
"K01929",0.954101974805035,0.939571891337566,0.9468369330713
"K01933",0.962920259955635,0.929883287450659,0.946401773703147
"K00600",0.937862793007763,0.954808812352902,0.946335802680333
"K01937",0.958156513004755,0.93333818957107,0.945747351287912
"K03685",0.964494865191675,0.926931924122566,0.945713394657121
"K01872",0.962597590348001,0.927578496805299,0.94508804357665
"K01624",0.945966747297181,0.944098521546878,0.945032634422029
"K03110",0.961785137687917,0.927962734397377,0.944873936042647
"K01889",0.960979080137605,0.928215270210078,0.944597175173841
"K00951",0.954313445659802,0.934812068668443,0.944562757164122
"K03587",0.955562866172169,0.933393279519856,0.944478072846012
"K00858",0.960033572546468,0.926127005903863,0.943080289225165
"K00763",0.976185454697299,0.909624092309334,0.942904773503317
"K00969",0.957349302208655,0.927854554558645,0.94260192838365
"K01925",0.961556784745848,0.923436453743119,0.942496619244483
"K00806",0.960551280646635,0.923628075583099,0.942089678114867
"C00327",0.883940959911189,1,0.941970479955595
"K01867",0.959976402071915,0.922747141726708,0.941361771899312
"K00847",0.928142952033486,0.954479178894926,0.941311065464206
"K00602",0.967569043846575,0.913751294982863,0.940660169414719
"K03106",0.957089762691651,0.924212782898774,0.940651272795213
"K01915",0.940728669195509,0.939155371373961,0.939942020284735
"K06949",0.940441976284244,0.938373786795031,0.939407881539638
"K01928",0.93343411989551,0.944836498670512,0.939135309283011
"K01875",0.956674259802916,0.920497677878389,0.938585968840652
"K01689",0.958665176237987,0.918492103555211,0.938578639896599
"K11754",0.932968737709659,0.943052774039809,0.938010755874734
"K01868",0.954977445185258,0.920472361627576,0.937724903406417
"K01921",0.966429879946012,0.908603186930586,0.937516533438299
"K00939",0.954881529744234,0.919835007078612,0.937358268411423
"K01491",0.953346848616568,0.920730728706931,0.93703878866175
"K01881",0.954473623840085,0.91912168384525,0.936797653842668
"K01876",0.957144122919041,0.915674064720247,0.936409093819644
"K03210",0.950037086035922,0.921988752394398,0.93601291921516
"K01869",0.967713318566696,0.9042707197449,0.935992019155798
"K01938",0.965441056929879,0.905457664485716,0.935449360707798
"K01887",0.949725121929966,0.921137743218426,0.935431432574196
"K01892",0.94901203901001,0.921795536526391,0.935403787768201
"K00656",0.936877706846602,0.933165199269267,0.935021453057935
"K01956",0.96323401297457,0.906030298273979,0.934632155624274
"K01883",0.944653386075149,0.922931895114847,0.933792640594998
"K01939",0.949019747552337,0.917361626251383,0.93319068690186
"K21636",0.925034028994944,0.940951059959862,0.932992544477403
"K01934",0.914843439449121,0.950598215071669,0.932720827260395
"K00928",0.951141758820431,0.914005863835469,0.93257381132795
"K01784",0.931532913810837,0.933064209631746,0.932298561721291
"K02108",0.951797894323642,0.912694694123423,0.932246294223532
"K00215",0.929156379845611,0.934235596938376,0.931695988391993
"C00059",0.863225852942753,1,0.931612926471376
"K11753",0.943170600694482,0.917478062410131,0.930324331552307
"K00789",0.952637269477969,0.907250223271424,0.929943746374696
"K02111",0.942665307509877,0.916444554413211,0.929554930961544
"K04761",0.943343019258125,0.914220338501232,0.928781678879678
"K00950",0.912334309473312,0.944822281909627,0.92857829569147
"K01000",0.93721969571029,0.919584181499715,0.928401938605003
"K01591",0.955639190399033,0.900934820088931,0.928287005243982
"K00075",0.952779309475203,0.903533935290873,0.928156622383038
"K01870",0.954538630979373,0.900294840478306,0.92741673572884
