"geneID","varExps","congruence","score"
"K01938",1,1,1
"C00009",1,1,1
"K01790",0.979319284498285,0.989605644547539,0.984462464522912
"K00942",0.975392250948735,0.987619507822573,0.981505879385654
"K00927",0.972141557212376,0.985972406479135,0.979056981845756
"K01803",0.969381031920304,0.984571514123694,0.976976273021999
"K00791",0.967004470049258,0.983363866766088,0.975184168407673
"K00604",0.965219943650469,0.982456093407989,0.973838018529229
"C00086",0.947485000824351,1,0.973742500412175
"K03587",0.965074966827973,0.982382316516914,0.973728641672444
"K00764",0.964909378956215,0.982298030093542,0.973603704524879
"K00566",0.964439778773728,0.982058975030636,0.973249376902182
"K01873",0.964321498081375,0.981998740030408,0.973160119055892
"K01929",0.963528771061952,0.981595026421795,0.972561898741873
"K01736",0.96258566153688,0.981114511063577,0.971850086300229
"K01869",0.962237136449601,0.980936880520162,0.971587008484882
"K01883",0.962075901269583,0.980854689897847,0.971465295583715
"K00973",0.961181558912815,0.980398671097976,0.970790115005395
"K00067",0.960959016508531,0.980285166664408,0.970622091586469
"K00057",0.960270398266315,0.979933884640442,0.970102141453378
"K01933",0.959481188478126,0.979531115547366,0.969506152012746
"K00075",0.959450996550623,0.979515704478212,0.969483350514418
"K01890",0.959287342268532,0.979432161351011,0.969359751809772
"K01889",0.958800069444916,0.979183377883142,0.968991723664029
"K00939",0.958153101093175,0.978852961451174,0.968503031272175
"K01588",0.957903210360346,0.978725308052066,0.968314259206206
"K00759",0.956994299160427,0.97826086164923,0.967627580404828
"K01881",0.956779967057471,0.978151309528555,0.967465638293013
"K00954",0.956218411288977,0.977864218303945,0.967041314796461
"K02563",0.956025441336406,0.977765544360521,0.966895492848463
"K00806",0.955838301394345,0.977669841648462,0.966754071521404
"K00859",0.955733985640946,0.977616499385505,0.966675242513226
"K03110",0.955627154466465,0.977561851760338,0.966594503113402
"K01892",0.955545252751267,0.977519959061138,0.966532605906203
"K03685",0.955044073972779,0.977263574059252,0.966153824016015
"K01925",0.954712063357823,0.977093690712009,0.965902877034916
"K03596",0.954639152312075,0.977056381831892,0.965847767071983
"K09903",0.954331251874369,0.976898802055637,0.965615026965003
"K00602",0.954090326109298,0.976775485897029,0.965432906003163
"K00761",0.953837644036336,0.976646129819193,0.965241886927765
"K01872",0.953392352703637,0.976418133077267,0.964905242890452
"K03524",0.95321539162709,0.976327534756888,0.964771463191989
"K03106",0.953102284390073,0.976269584080534,0.964685934235303
"K11753",0.952661072182259,0.976043589926585,0.964352331054422
"K03671",0.952607539073998,0.976016156545166,0.964311847809582
"K01875",0.952579640770102,0.976001875059981,0.964290757915041
"K03210",0.951764299889317,0.975584092109525,0.963674195999421
"K03075",0.951468559055212,0.975432505010619,0.963450532032915
"K00215",0.950697338558394,0.975037105870105,0.96286722221425
"K02313",0.94906275463355,0.974198528842536,0.961630641738043
"K01491",0.94824382297443,0.973778125409685,0.961010974192057
"K01000",0.94800378709167,0.973654869138819,0.960829328115244
"K04567",0.947976120796228,0.973640643969351,0.960808382382789
"K01939",0.947389370436199,0.973339298037533,0.960364334236866
"K02108",0.947075286336246,0.9731779403723,0.960126613354273
"C00137",0.920216097842301,1,0.96010804892115
"K01924",0.946832873221942,0.973053388151633,0.959943130686787
"K00615",0.946660947463593,0.972965046694348,0.959812997078971
"K00789",0.945960867367029,0.972605203851765,0.959283035609397
"K02109",0.945273670666312,0.972251864814251,0.958762767740282
"K03070",0.944824380408911,0.972020780136639,0.958422580272775
"K01591",0.944394766657463,0.971799755474177,0.95809726106582
"K01934",0.944110757571043,0.971653627663009,0.957882192617026
"K00951",0.94371918714982,0.971452103272409,0.957585645211115
"K01876",0.943301728176992,0.971237226364023,0.957269477270507
"K02111",0.943281270269682,0.97122669177489,0.957253981022286
"K01887",0.943149447149536,0.971158808866295,0.957154128007916
"K01775",0.942782099913503,0.970969663007844,0.956875881460673
"K01689",0.94230773495916,0.970725373546925,0.956516554253043
"K21636",0.94153583244976,0.970327748637422,0.955931790543591
"K01870",0.940666911804553,0.969879860096014,0.955273385950283
"K01243",0.940218906475888,0.969648862853789,0.954933884664839
"K00762",0.939592054074063,0.969325567636156,0.95445881085511
"K00826",0.93865122898781,0.96884015750032,0.953745693244065
"K02112",0.938385994683283,0.96870326245152,0.953544628567402
"K01867",0.938318520074698,0.968668431320035,0.953493475697367
"K05366",0.93820236462057,0.968608471837309,0.95340541822894
