"geneID","varExps","congruence","score"
"C00009",1,1,1
"K00609",1,0.984937953436133,0.992468976718066
"K07658",0.988547028054614,0.994289245075444,0.991418136565029
"K14155",0.979331729709454,1,0.989665864854727
"K22391",0.990664199631347,0.987387733015394,0.98902596632337
"K00763",0.994765759088684,0.982408717519714,0.988587238304199
"K07775",0.985334663794096,0.987337521010232,0.986336092402164
"K11717",0.975257401609834,0.991767415528616,0.983512408569225
"K04043",0.978296985604399,0.981146674059137,0.979721829831768
"K01956",0.978404069788366,0.980123163317956,0.979263616553161
"K01955",0.979382709235248,0.978859567712488,0.979121138473868
"K06153",0.986986867910962,0.968558125712715,0.977772496811838
"K01835",0.982520496558266,0.970835393825145,0.976677945191705
"C00086",0.947485000824351,1,0.973742500412175
"K01465",0.977246240301433,0.969509691526899,0.973377965914166
"K00950",0.960367282391388,0.985596165278474,0.972981723834931
"K00812",0.973555492260059,0.97238188114332,0.97296868670169
"K16028",0.980455187711679,0.964957074902366,0.972706131307022
"K01938",0.97273059417137,0.969495763411475,0.971113178791423
"K03742",0.971984021436692,0.96630108507673,0.969142553256711
"K01710",0.977112328054841,0.959117066055441,0.968114697055141
"K01817",0.951960082170649,0.98402770749817,0.96799389483441
"K00588",0.974751483320859,0.960505083348084,0.967628283334472
"K00721",0.971577303588833,0.962450391639584,0.967013847614209
"K01495",0.949068285001846,0.984627587186963,0.966847936094404
"K01951",0.957605203914506,0.975273292933724,0.966439248424115
"K01187",0.953062426140478,0.978814112645062,0.96593826939277
"K00927",0.970080483733165,0.957453549837619,0.963767016785392
"K01915",0.960167717565368,0.96723336110927,0.963700539337319
"K07029",0.941516286358138,0.984877185093135,0.963196735725637
"K00651",0.953060526648463,0.972655960763708,0.962858243706085
"K02109",0.966254220522459,0.959418323068037,0.962836271795248
"K00969",0.962623131018255,0.962240929567681,0.962432030292968
"K00891",0.962990222708139,0.959815681359258,0.961402952033698
"K02113",0.963668188669918,0.958984617522476,0.961326403096197
"K00615",0.964013167810054,0.958494633100285,0.961253900455169
"K05366",0.961759683435137,0.95949333685389,0.960626510144514
"C00137",0.920216097842301,1,0.96010804892115
"K13789",0.960848947150089,0.959363344608371,0.96010614587923
"K03671",0.967158581973864,0.95184491141357,0.959501746693717
"K00625",0.960146004607263,0.9561177111304,0.958131857868832
"K00789",0.962103160858301,0.953176142086456,0.957639651472379
"K01924",0.963195975226858,0.950209316583872,0.956702645905365
"K01808",0.944173993253062,0.968583948097841,0.956378970675452
"K16786",0.93250648796499,0.980038371518579,0.956272429741784
"K16787",0.932429179258671,0.977703823963746,0.955066501611208
"K00602",0.95732309209793,0.952766403546221,0.955044747822076
"K22230",0.929931900551801,0.978718257302687,0.954325078927244
"K09458",0.964688292189286,0.943568468075208,0.954128380132247
"C00158",0.905867363325638,1,0.952933681662819
"K01945",0.952715593736482,0.951763414984926,0.952239504360704
"K00928",0.957899703993551,0.946128121689247,0.952013912841399
"K01876",0.955536415248928,0.942889952292989,0.949213183770959
"K19270",0.926164016768272,0.971436623574654,0.948800320171463
"C00346",0.896914757227243,1,0.948457378613621
"K06131",0.943158765676795,0.953720333447465,0.94843954956213
"K04517",0.910217392858519,0.985307959198644,0.947762676028582
"K01784",0.94538736128368,0.949288655241844,0.947338008262762
"K01929",0.95296853418468,0.941617536896821,0.947293035540751
"K01874",0.945932863946525,0.948399892140807,0.947166378043666
"K00656",0.945557819272611,0.948622858022512,0.947090338647562
"K01591",0.950282058765018,0.942824663474872,0.946553361119945
"K02112",0.952143256000369,0.940853578608173,0.946498417304271
"K01714",0.935013463075784,0.956806459318276,0.94590996119703
"K01493",0.944283784173343,0.946733758506714,0.945508771340028
"K00762",0.949120652292974,0.94065701469697,0.944888833494972
"K00873",0.948019205810761,0.941657269370673,0.944838237590717
"K06881",0.931355616075524,0.957920794412895,0.944638205244209
"K09903",0.951613993877111,0.937432457818218,0.944523225847664
"K00796",0.938091796351117,0.950348642931744,0.94422021964143
"K01775",0.947035371688253,0.941338917770868,0.944187144729561
"K00820",0.947353819160495,0.940881647591719,0.944117733376107
"K13038",0.948682445687235,0.939365960248031,0.944024202967633
"K01838",0.941316777410411,0.946319720952443,0.943818249181427
"K01803",0.952027643601096,0.935309825494686,0.943668734547891
"K00945",0.947292441428011,0.939906461036724,0.943599451232368
"K01897",0.939453324522544,0.946984217117489,0.943218770820016
"K01921",0.953186868062914,0.932305231939951,0.942746050001432
"K01091",0.93876438981442,0.946394347137319,0.942579368475869
"K02563",0.949914544191932,0.934953396581824,0.942433970386878
"C00327",0.883940959911189,1,0.941970479955595
"K01889",0.949414287002541,0.93388949044578,0.941651888724161
"K00850",0.938494348610712,0.943934777179135,0.941214562894923
"K03785",0.911947008342568,0.970278119048903,0.941112563695736
"K03523",0.911657098086966,0.969777301307887,0.940717199697427
"K01875",0.945829125054172,0.933820580940086,0.939824852997129
"K02114",0.945186828712479,0.934411050030737,0.939798939371608
"K01689",0.94531688492374,0.933776900647363,0.939546892785551
"K01937",0.928967118212224,0.949159044342816,0.93906308127752
"K01736",0.945870927253083,0.931831259884344,0.938851093568714
"K00088",0.936330641269173,0.941056308212473,0.938693474740823
"K00847",0.920914485238934,0.955211572316717,0.938063028777826
"K01869",0.940288241548722,0.935557099689835,0.937922670619279
"K00266",0.9181361302878,0.956240819234728,0.937188474761264
"K00791",0.944777214504015,0.929136897109477,0.936957055806746
"K01358",0.940089000224635,0.932110034954995,0.936099517589815
"K00951",0.945391597798598,0.926655792135017,0.936023694966807
"K03075",0.941980391558487,0.929010324114818,0.935495357836653
"K01633",0.91992068325773,0.949980601966316,0.934950642612023
"K19302",0.929151715389136,0.939506381028509,0.934329048208823
"K03596",0.940149778076967,0.927564230566365,0.933857004321666
"K01624",0.930510524600302,0.936986175261457,0.93374834993088
"K00973",0.936519869162174,0.930641406028898,0.933580637595536
"K00059",0.945121552740151,0.921770691635895,0.933446122188023
"K01868",0.93998342948912,0.926647432850028,0.933315431169574
"K01870",0.938979585977844,0.927355847977675,0.93316771697776
"K16066",0.944891429319968,0.921084471429099,0.932987950374534
"K02108",0.938630538627243,0.927199400491473,0.932914969559358
"K01783",0.938784691686949,0.926113457522715,0.932449074604832
"K02564",0.922087787123576,0.942798203998822,0.932442995561199
"K01586",0.926580299648415,0.937870965446382,0.932225632547399
"K00058",0.913654521594527,0.949972297641184,0.931813409617855
"K01778",0.921111924474806,0.942448167869334,0.93178004617207
"C00059",0.863225852942753,1,0.931612926471376
"K04077",0.938201028358284,0.923121655784292,0.930661342071288
"K01515",0.928674435487325,0.931489440659702,0.930081938073513
"K01952",0.924163313365137,0.935994230756631,0.930078772060884
"K01873",0.936742299010559,0.923077514319056,0.929909906664808
"K00859",0.936926494355728,0.922536314840689,0.929731404598209
"K00761",0.935997784222702,0.923350113588309,0.929673948905505
"K00057",0.93143023221899,0.92769333574863,0.92956178398381
"K01198",0.893938539241594,0.964894324916146,0.92941643207887
"K00003",0.9061893625947,0.952563122948871,0.929376242771786
"K06949",0.932767854542264,0.925647591773062,0.929207723157663
"K02110",0.9232553259144,0.93493350628341,0.929094416098905
"K01738",0.931870208210764,0.9262966247278,0.929083416469282
"K00075",0.93066781468627,0.927118588254338,0.928893201470304
"K00954",0.935082722263014,0.922531071067023,0.928806896665018
"K01588",0.934074778609301,0.923343530139039,0.92870915437417
"K00287",0.930599728669315,0.926517850994398,0.928558789831857
"K01925",0.934516260006369,0.922032523983652,0.92827439199501
"K04567",0.9243737984264,0.932057738597276,0.928215768511838
"K00858",0.934118539824352,0.921531705004325,0.927825122414338
"K05810",0.930955242391897,0.92462106990692,0.927788156149409
"K06966",0.912134961382481,0.94339164532874,0.927763303355611
"K00806",0.934213973628537,0.921254241136014,0.927734107382276
"K00942",0.925529892318083,0.929742124698318,0.9276360085082
"K01892",0.930400796480369,0.924764504849319,0.927582650664844
"K01491",0.93378096787223,0.920998643198575,0.927389805535402
"K03685",0.93387647565356,0.920525994856651,0.927201235255106
"K01939",0.933506552753497,0.920321560032467,0.926914056392982
"K01740",0.909811653010473,0.942257610134382,0.926034631572427
"K01867",0.932712839046221,0.918960783272985,0.925836811159603
