"geneID","varExps","congruence","score"
"C00009",1,1,1
"K01892",1,0.993706532614485,0.996853266307242
"K08591",0.983525979470363,0.99492534271794,0.989225661094151
"K11753",0.986262044721351,0.988291881901383,0.987276963311367
"K01890",0.98605384579092,0.986837033147643,0.986445439469282
"K00286",0.989469069374538,0.982002946573546,0.985736007974042
"K09809",0.973794123043744,0.996011220616029,0.984902671829887
"K00873",0.981226952280986,0.9882569969139,0.984741974597443
"K02313",0.976216192549302,0.993149282544034,0.984682737546668
"K00549",0.976174743712784,0.989895890356384,0.983035317034584
"K02372",0.981965577585303,0.983012668738811,0.982489123162057
"K00760",0.98319896349937,0.981682171676326,0.982440567587848
"K00939",0.981265248239197,0.982805792085152,0.982035520162174
"K00850",0.967692958210628,0.995469743903732,0.98158135105718
"K00560",0.983935267940222,0.977238508118608,0.980586888029415
"K00526",0.980195244225579,0.98077804771853,0.980486645972055
"K01491",0.980923156457084,0.979675031624284,0.980299094040684
"K00858",0.980874553801885,0.979690642724343,0.980282598263114
"K01925",0.980763938697772,0.979716093599727,0.980240016148749
"K03106",0.980471415400693,0.979397503247453,0.979934459324073
"K01939",0.98027240024684,0.979517821767773,0.979895111007306
"K09903",0.980236613723039,0.979315891840633,0.979776252781836
"K01889",0.980079842784729,0.979328869052221,0.979704355918475
"K02563",0.980137180572586,0.97921626010881,0.979676720340698
"K01881",0.980011489258203,0.97909030577235,0.979550897515276
"K00806",0.980005302032593,0.979009325209629,0.979507313621111
"K01883",0.979748553711918,0.978336705361658,0.979042629536788
"K00075",0.9794672455741,0.978507647051636,0.978987446312868
"K03431",0.980509396869042,0.977251982196247,0.978880689532644
"K01866",0.978940288634224,0.978421651263522,0.978680969948873
"K03685",0.978428721808971,0.97852887525412,0.978478798531546
"K03110",0.978607348424902,0.978077106690517,0.978342227557709
"K03070",0.969654666921442,0.986743611339607,0.978199139130525
"K04564",0.975474867485042,0.980444914663267,0.977959891074154
"K01624",0.977995418964773,0.977596899156106,0.97779615906044
"K00859",0.975868189831592,0.978310583286594,0.977089386559093
"K07007",0.966743391143772,0.987418117571666,0.977080754357719
"K01689",0.976112397840938,0.97693792498067,0.976525161410804
"K01875",0.976040606498934,0.97684696569386,0.976443786096397
"K01000",0.966509170603003,0.986372398749405,0.976440784676204
"K08303",0.965476193363987,0.986592812198605,0.976034502781296
"K01752",0.963674249402203,0.98816865330503,0.975921451353617
"K03217",0.97031994162115,0.980825058905604,0.975572500263377
"K01873",0.975581874782439,0.975558683238118,0.975570279010278
"K00762",0.975807989373835,0.97523788111036,0.975522935242097
"K00789",0.965243183635547,0.985613530276641,0.975428356956094
"K01887",0.976405147904752,0.974371642887863,0.975388395396308
"K19302",0.968746969240135,0.981613898413943,0.975180433827039
"K03596",0.974279170703948,0.975773253070097,0.975026211887023
"K03076",0.971245032436578,0.978540266351843,0.97489264939421
"K01937",0.974247825727319,0.974894937823425,0.974571381775372
"K00790",0.968760924632517,0.98018785333019,0.974474388981354
"K00627",0.975834981740313,0.972814912773566,0.97432494725694
"K04043",0.972210930476061,0.975949970738845,0.974080450607453
"K01868",0.973191475546159,0.974938586940136,0.974065031243148
"K01591",0.972028087783305,0.975837269605416,0.973932678694361
"K01867",0.963033701284721,0.984726158663092,0.973879929973906
"C00086",0.947485000824351,1,0.973742500412175
"K00057",0.966907232865335,0.980308438333436,0.973607835599385
"K01876",0.972617973488472,0.97446896934303,0.973543471415751
"K00963",0.975508499682847,0.971178925386982,0.973343712534915
"K01872",0.971825996953219,0.974751738965856,0.973288867959538
"K00525",0.970078248086368,0.975561138594164,0.972819693340266
"K00872",0.963715007845266,0.98177597062866,0.972745489236963
"K00943",0.971252639075535,0.973485447097687,0.972369043086611
"K00928",0.971235102795001,0.97342691934971,0.972331011072355
"K00954",0.971429138161749,0.973111751229753,0.972270444695751
"K00761",0.97130553808343,0.972847088112512,0.972076313097971
"K01874",0.96579079667575,0.978182422606511,0.97198660964113
"K01929",0.967567664644615,0.97636635914118,0.971967011892897
"K01783",0.970391055018486,0.972071298708767,0.971231176863626
"K00925",0.962246633830276,0.977829359400322,0.970037996615299
"K02072",0.961194718058835,0.978352610388021,0.969773664223428
"K00791",0.964663642594688,0.974481750783134,0.969572696688911
"K00796",0.96719639088215,0.971566792300195,0.969381591591173
"K01443",0.958755547833164,0.979482058834158,0.969118803333661
"K02071",0.958980102206107,0.97899120034134,0.968985651273724
"K00705",0.959429802614992,0.978272621472176,0.968851212043583
"K00951",0.966566356273836,0.970813207398026,0.968689781835931
"K01893",0.959047163806831,0.978315655712912,0.968681409759872
"K00820",0.970798667106935,0.966062743743618,0.968430705425276
"K00712",0.93548961062022,1,0.96774480531011
"K02073",0.943535569075916,0.991619693253852,0.967577631164884
"K11754",0.958749570153706,0.975061575776842,0.966905572965274
"K00600",0.967506183956364,0.965984959828568,0.966745571892466
"K00566",0.960799303554768,0.972390937980986,0.966595120767877
"K00826",0.963161868558875,0.96807037014254,0.965616119350707
"K21636",0.951458843922563,0.979625166960909,0.965542005441736
"K01439",0.957607953395112,0.973168523383766,0.965388238389439
"K01619",0.958656133116271,0.971363459863322,0.965009796489796
"K01933",0.961722814287562,0.967350011753424,0.964536413020493
"K00134",0.964800413674633,0.964140535853226,0.964470474763929
"K00383",0.951312826268004,0.977379758357863,0.964346292312934
"K06949",0.962734676429477,0.965787325268215,0.964261000848846
"K01951",0.957709367606793,0.970580312364647,0.96414483998572
"K01759",0.960447088679807,0.967791804912551,0.964119446796179
"K01733",0.966296039596761,0.961899936999597,0.964097988298179
"K00297",0.965077022038012,0.962239788174261,0.963658405106137
"K02114",0.962943092617628,0.963952538843245,0.963447815730436
"K01810",0.965088926555369,0.961375303960044,0.963232115257707
"K00945",0.961859201933578,0.963965259181989,0.962912230557783
"K04042",0.956991917731549,0.9688133026262,0.962902610178874
"K02113",0.959292850519498,0.966066802629521,0.962679826574509
"K00975",0.959670612571095,0.96541709817963,0.962543855375363
"K00558",0.951014816287172,0.973739889408746,0.962377352847959
"K01776",0.961855026746045,0.962616908812438,0.962235967779241
"K02108",0.960778352707313,0.962612978248359,0.961695665477836
"K00948",0.953673568580652,0.969682175817569,0.961677872199111
"K07173",0.963318038783391,0.959856778903275,0.961587408843333
"K02564",0.950780320789515,0.972317230425462,0.961548775607488
"K01869",0.947545671153743,0.97403681427272,0.960791242713231
"K01924",0.947813262963367,0.972442108507271,0.960127685735319
"C00137",0.920216097842301,1,0.96010804892115
"K03621",0.950733956138131,0.969387743728435,0.960060849933283
"K05366",0.943051503041056,0.976954684596479,0.960003093818767
"K01243",0.963071776859531,0.955841817261177,0.959456797060354
"K01807",0.955943962943267,0.962133576450594,0.95903876969693
"K00604",0.961673615222239,0.956088565194176,0.958881090208207
"K01586",0.958721094671554,0.958318818374204,0.958519956522879
"K09817",0.937840632685085,0.978170355452073,0.958005494068579
"K00857",0.947738636214407,0.967483915620699,0.957611275917553
"K01738",0.953296025259203,0.96176574589273,0.957530885575967
"K01775",0.947503485077355,0.967506670633888,0.957505077855621
"K02112",0.955063953036934,0.959487783876478,0.957275868456706
"K04077",0.958441642392889,0.955739354876759,0.957090498634824
"K01934",0.949096921125957,0.964858187400018,0.956977554262987
"K00927",0.94337149434297,0.970506589592686,0.956939041967828
"K00133",0.94852528670915,0.964078399693029,0.956301843201089
"K02109",0.953103525147216,0.95821893046884,0.955661227808028
"K02777",0.947245642193529,0.963978790062675,0.955612216128102
"K01915",0.954873899858264,0.956306640017751,0.955590269938007
"K01589",0.958632480290001,0.952540785765652,0.955586633027827
"K01495",0.93660431391367,0.973482100231789,0.955043207072729
"K11069",0.944996369058106,0.964625728261487,0.954811048659796
"K01921",0.935088844699904,0.974477288681014,0.954783066690459
"K11072",0.950789866132763,0.958488441561161,0.954639153846962
