4.284449,09K95A,0
7.70572,0VM1CI,1
-7.006222,1RGWDX,1
26.45716,1T56G4,0
-16.8956,26QQrO,0
36.5622,4XSG4Y,1
-87.54252,5MKWBH,0
-77.61919,6LVPX8,1
3.523372,9XELA5,2
1.177499,9XNMJT,2
-85.79243,DLODDN,2
11.8236,DZVZH0,2
13.50563,EPJUNL,1
3.473461,EUQG8X,1
15.38463,F80LGF,0
3.487976,F9HJUU,0
9.632551,FMFSCB,2
17.59347,G7E225,2
110.6731,H6CSMA,1
4.767609,I5N225,1
-6.423481,J1O0BL,0
-33.29432,J3UYDR,0
22.3678,JDWAOR,0
0.610562,LYDUBY,2
-13.01125,MKBDBY,0
12.33718,N5IZ3L,0
21.12842,NDBDKD,2
8.894519,O3VQFQ,1
7.283287,QBC0SD,2
3.799076,T80OF8,2
9.656896,U6GTOL,0
4.202388,UMKISW,1
-10.70412,VSTPH2,2
3.23243,W5FDMV,1
14.22265,XAD1I4,0
19.84244,XXN4TH,0
-7.436137,XYBF9C,1
23.45191,Y45ETC,2
18.49115,YP7H46,1
-86.25906,ZIBR7F,1
-9.45281,ZP6YP4,2
