-30.669,09K95A,0
6.567419,0VM1CI,1
-25.03714,1RGWDX,1
99.73116,1T56G4,0
-9.609814,26QQrO,0
36.18898,4XSG4Y,1
-18.61729,5MKWBH,0
-14.3198,6LVPX8,1
-8.35539,9XELA5,2
-30.93126,9XNMJT,2
-42.20897,DLODDN,2
-18.32968,DZVZH0,2
-6.433422,EPJUNL,1
-22.30714,EUQG8X,1
-11.1561,F80LGF,0
3.692263,F9HJUU,0
2.513421,FMFSCB,2
-28.23819,G7E225,2
181.5255,H6CSMA,1
22.63123,I5N225,1
10.39386,J1O0BL,0
5.143137,J3UYDR,0
15.0548,JDWAOR,0
-22.64908,LYDUBY,2
-4.922663,MKBDBY,0
29.38593,N5IZ3L,0
-26.48952,NDBDKD,2
33.12341,O3VQFQ,1
-24.5797,QBC0SD,2
-53.14362,T80OF8,2
17.42516,U6GTOL,0
-7.765468,UMKISW,1
-17.72277,VSTPH2,2
-15.35751,W5FDMV,1
12.64907,XAD1I4,0
-1.680743,XXN4TH,0
-14.13209,XYBF9C,1
-13.65684,Y45ETC,2
-12.73184,YP7H46,1
44.84494,ZIBR7F,1
-41.55837,ZP6YP4,2
