14.91157,09K95A,0
3.564359,0VM1CI,1
-24.2621,1RGWDX,1
24.49655,1T56G4,0
-3.015205,26QQrO,0
130.5861,4XSG4Y,1
45.36058,5MKWBH,0
-105.499,6LVPX8,1
-20.20695,9XELA5,2
-3.629717,9XNMJT,2
-10.29088,DLODDN,2
-31.94124,DZVZH0,2
1.697918,EPJUNL,1
-3.92921,EUQG8X,1
-16.91955,F80LGF,0
-8.928486,F9HJUU,0
17.49611,FMFSCB,2
11.32217,G7E225,2
58.78824,H6CSMA,1
-23.32432,I5N225,1
-64.83257,J1O0BL,0
-16.50933,J3UYDR,0
-19.19081,JDWAOR,0
-13.24158,LYDUBY,2
13.47917,MKBDBY,0
-3.662539,N5IZ3L,0
-26.36085,NDBDKD,2
-42.85049,O3VQFQ,1
-28.961,QBC0SD,2
6.384564,T80OF8,2
-56.59371,U6GTOL,0
-32.76637,UMKISW,1
48.98342,VSTPH2,2
15.81807,W5FDMV,1
88.8542,XAD1I4,0
-21.57671,XXN4TH,0
24.4885,XYBF9C,1
12.80497,Y45ETC,2
-29.84304,YP7H46,1
23.61794,ZIBR7F,1
-32.56084,ZP6YP4,2
