-8.71366,-28.9073,09K95A,0
-12.1622,-21.1643,0VM1CI,1
-20.7136,-8.14467,1RGWDX,1
11.6243,26.1722,1T56G4,0
-43.7252,-29.8454,4XSG4Y,1
-52.5505,-28.9747,5MKWBH,0
34.2259,26.0501,6LVPX8,1
-31.4288,-15.3251,9XELA5,2
-15.7476,0.109794,9XNMJT,2
2.07646,19.5638,DLODDN,2
33.6202,34.1664,DZVZH0,2
28.0137,-4.01721,EPJUNL,1
5.07764,-14.1251,EUQG8X,1
23.1949,15.5787,F80LGF,0
8.51306,24.9577,F9HJUU,0
32.4904,31.2937,FMFSCB,2
-23.2861,-3.14013,G7E225,2
35.2821,42.501,H6CSMA,1
38.3239,10.9218,I5N225,1
31.3312,6.72788,J1O0BL,0
7.98625,-4.20856,J3UYDR,0
12.5413,-8.2737,JDWAOR,0
-2.10233,-9.55365,LYDUBY,2
-6.61093,-13.1445,MKBDBY,0
25.3781,15.2415,N5IZ3L,0
-1.89386,-15.6711,NDBDKD,2
-1.43267,-7.15092,O3VQFQ,1
11.602,-9.61194,QBC0SD,2
-51.2325,-12.8703,T80OF8,2
31.7057,29.2132,U6GTOL,0
15.906,7.97044,UMKISW,1
-26.9792,-24.12,VSTPH2,2
-70.2834,-57.0015,W5FDMV,1
-41.7614,-35.7484,XAD1I4,0
31.3187,13.9632,XXN4TH,0
0.358985,14.8857,XYBF9C,1
25.6332,22.377,Y45ETC,2
2.70347,31.7925,YP7H46,1
-27.1895,0.702562,ZIBR7F,1
-11.0939,-23.1908,ZP6YP4,2
