9.4835,-5.15924,09K95A
0.909882,9.86117,0VM1CI
2.71011,8.1506,1RGWDX
13.0065,-7.1983,1T56G4
-23.1898,1.37143,26QQrO
17.5411,-2.9118,4XSG4Y
-3.2848,2.53597,5MKWBH
-5.06104,-27.8538,6LVPX8
5.26473,-1.21278,9XELA5
22.1602,-4.87377,9XNMJT
1.16062,7.29881,DLODDN
-2.76219,2.48169,DZVZH0
-5.68669,12.2128,EPJUNL
-21.8622,13.6326,EUQG8X
-11.7051,4.23825,F80LGF
-0.626118,5.75247,F9HJUU
-6.98994,-13.3688,FMFSCB
-16.2825,9.25999,G7E225
17.7148,-32.2185,H6CSMA
14.6597,-3.53515,I5N225
6.44231,4.14182,J1O0BL
-9.36458,7.0591,J3UYDR
20.4362,-6.8116,JDWAOR
-20.7823,1.21875,LYDUBY
4.90377,-8.28147,MKBDBY
-0.630964,6.49767,N5IZ3L
-1.1314,7.18416,NDBDKD
8.15816,-0.591877,O3VQFQ
-9.37984,13.744,QBC0SD
-15.0784,11.4059,T80OF8
12.6592,-5.66187,U6GTOL
-6.66857,-2.12081,UMKISW
-16.8285,9.31663,VSTPH2
-6.40056,11.4929,W5FDMV
15.3554,-8.6352,XAD1I4
-3.5164,-16.1625,XXN4TH
5.89886,-1.80397,XYBF9C
9.63103,-1.60611,Y45ETC
-19.1088,4.37975,YP7H46
17.6562,-8.27098,ZIBR7F
0.588583,5.042,ZP6YP4
