-8.59353,-5.09307,09K95A
1.11317,-10.2555,0VM1CI
8.18125,-13.0294,1RGWDX
-3.1567,9.47005,1T56G4
-0.771587,-2.96494,26QQrO
-10.3558,12.6962,4XSG4Y
-11.0676,-2.71611,5MKWBH
-2.6151,7.42202,6LVPX8
11.8657,6.00492,9XELA5
-2.62078,10.941,9XNMJT
-1.61882,-4.20462,DLODDN
3.38094,-3.8577,DZVZH0
3.39155,2.29175,EPJUNL
13.9527,0.45825,EUQG8X
7.917,-15.9244,F80LGF
0.0274016,-3.94988,F9HJUU
8.00373,1.55478,FMFSCB
5.90138,-5.30881,G7E225
-21.8969,1.87513,H6CSMA
-1.48121,1.89782,I5N225
-9.67423,-8.03259,J1O0BL
5.3923,-2.28723,J3UYDR
-10.1152,4.27596,JDWAOR
2.82331,-0.946695,LYDUBY
-12.2205,2.13185,MKBDBY
-0.791516,5.62639,N5IZ3L
-3.54676,-8.50842,NDBDKD
2.68936,-0.254183,O3VQFQ
13.3395,-4.02765,QBC0SD
6.79711,-6.84062,T80OF8
-1.54933,-0.91561,U6GTOL
-6.53289,7.22081,UMKISW
0.34227,2.53282,VSTPH2
7.73164,7.68289,W5FDMV
-11.8895,-0.899121,XAD1I4
0.493852,-2.04583,XXN4TH
12.1612,-1.53229,XYBF9C
-2.02452,14.4957,Y45ETC
-0.187053,-1.61881,YP7H46
-9.12386,6.67056,ZIBR7F
12.2553,-0.778643,ZP6YP4
