-10.335,7.05612,09K95A
-0.0635603,7.98729,0VM1CI
3.98579,9.0368,1RGWDX
-7.1265,9.22758,1T56G4
4.02667,-21.6571,26QQrO
-8.88647,17.4989,4XSG4Y
1.19137,-3.11383,5MKWBH
-29.1553,-19.6484,6LVPX8
-7.80112,7.16288,9XELA5
-4.43386,19.4753,9XNMJT
3.82186,3.46762,DLODDN
-2.1578,-1.07386,DZVZH0
2.77423,-0.795145,EPJUNL
10.381,-16.2342,EUQG8X
6.95303,-8.54044,F80LGF
1.38344,3.7297,F9HJUU
-6.41376,-14.5796,FMFSCB
5.87889,-6.45045,G7E225
-46.8546,8.62127,H6CSMA
-10.1682,11.5333,I5N225
-2.36706,8.27882,J1O0BL
-0.541624,-1.27211,J3UYDR
-8.50526,17.083,JDWAOR
2.21557,-20.6486,LYDUBY
-13.3911,1.3213,MKBDBY
-0.345283,6.9141,N5IZ3L
2.20981,1.88912,NDBDKD
-12.2669,9.52694,O3VQFQ
5.74644,-2.02334,QBC0SD
9.12499,-10.8246,T80OF8
-6.83257,10.785,U6GTOL
-0.241943,-10.0571,UMKISW
14.048,-9.11318,VSTPH2
7.93927,-2.1586,W5FDMV
-14.1516,11.1028,XAD1I4
-11.6234,-11.4138,XXN4TH
-5.08794,7.35746,XYBF9C
-6.94368,10.8986,Y45ETC
10.941,-16.9677,YP7H46
-15.5699,14.7452,ZIBR7F
-1.19398,4.47342,ZP6YP4
