7.23151,-9.48348,09K95A
10.773,-3.37653,0VM1CI
-2.20568,4.70269,1RGWDX
4.47916,-10.0209,1T56G4
-15.4621,19.3883,26QQrO
24.2521,-22.2743,4XSG4Y
10.1948,-5.1611,5MKWBH
-34.2065,7.54789,6LVPX8
4.85776,-9.94706,9XELA5
6.10774,-11.9224,9XNMJT
-1.29514,4.11884,DLODDN
-18.5181,15.4901,DZVZH0
-12.5281,10.8486,EPJUNL
-7.42764,15.4945,EUQG8X
-5.86915,11.6074,F80LGF
4.59017,-0.168896,F9HJUU
-14.2635,8.01355,FMFSCB
-0.797564,7.73873,G7E225
-3.52025,-21.4414,H6CSMA
-4.09188,-2.47681,I5N225
0.865828,-4.29617,J1O0BL
-4.88167,6.40292,J3UYDR
-2.72529,-5.36756,JDWAOR
-15.8401,20.7645,LYDUBY
4.26377,-5.92775,MKBDBY
5.1615,1.55648,N5IZ3L
-1.26073,0.306911,NDBDKD
11.7403,-9.5523,O3VQFQ
-17.9502,15.0161,QBC0SD
5.17462,7.00333,T80OF8
-8.64765,3.30593,U6GTOL
-5.19522,-0.630436,UMKISW
17.3377,3.44954,VSTPH2
12.04,1.84837,W5FDMV
19.335,-14.2658,XAD1I4
-10.6257,2.12695,XXN4TH
9.47166,-5.62968,XYBF9C
6.68458,-8.0863,Y45ETC
-6.58204,12.2901,YP7H46
8.72774,-14.5806,ZIBR7F
-2.09342,0.445846,ZP6YP4
