7.25649,09K95A,0
3.63962,0VM1CI,1
-1.27359,1RGWDX,1
4.20729,1T56G4,0
11.3583,26QQrO,0
8.3636,4XSG4Y,1
-52.7355,5MKWBH,0
-23.0532,6LVPX8,1
8.32026,9XELA5,2
9.52447,9XNMJT,2
-79.65,DLODDN,2
6.87231,DZVZH0,2
8.25319,EPJUNL,1
9.88395,EUQG8X,1
1.40749,F80LGF,0
8.11713,F9HJUU,0
8.58234,FMFSCB,2
6.18903,G7E225,2
7.97019,H6CSMA,1
6.19118,I5N225,1
2.48934,J1O0BL,0
7.41234,J3UYDR,0
4.30429,JDWAOR,0
5.70514,LYDUBY,2
6.43849,MKBDBY,0
8.77012,N5IZ3L,0
4.22915,NDBDKD,2
3.21728,O3VQFQ,1
4.57694,QBC0SD,2
3.86084,T80OF8,2
6.32807,U6GTOL,0
2.00099,UMKISW,1
-3.47691,VSTPH2,2
7.30542,W5FDMV,1
6.42342,XAD1I4,0
11.2551,XXN4TH,0
5.45335,XYBF9C,1
6.63918,Y45ETC,2
11.6095,YP7H46,1
-66.4517,ZIBR7F,1
2.00817,ZP6YP4,2
