21.3342,-38.4538,09K95A,0
-34.647,13.6157,0VM1CI,1
-26.6129,3.89274,1RGWDX,1
-3.6523,21.165,1T56G4,0
-21.6888,12.669,26QQrO,0
-33.0416,45.4097,4XSG4Y,1
43.4575,-10.3402,5MKWBH,0
-32.9689,2.99399,6LVPX8,1
1.32829,-16.1669,9XELA5,2
12.3332,23.4675,9XNMJT,2
1.89686,-9.86436,DLODDN,2
-22.0543,-9.26837,DZVZH0,2
-31.6597,33.1287,EPJUNL,1
9.46677,17.4562,EUQG8X,1
-17.1208,3.74592,F80LGF,0
19.4962,-19.2422,F9HJUU,0
-12.5152,16.4469,FMFSCB,2
-4.90512,-6.98495,G7E225,2
-2.82005,-6.20563,H6CSMA,1
-3.35815,7.12136,I5N225,1
7.72167,-8.33281,J1O0BL,0
-5.92071,-13.0618,J3UYDR,0
17.2884,-1.79909,JDWAOR,0
40.8273,-34.0586,LYDUBY,2
28.5431,9.90216,MKBDBY,0
20.8012,2.12385,N5IZ3L,0
-1.64979,5.45598,NDBDKD,2
8.43408,8.39725,O3VQFQ,1
-7.93864,-9.73401,QBC0SD,2
31.3378,-19.2475,T80OF8,2
-54.5141,54.2374,U6GTOL,0
4.21456,-1.09101,UMKISW,1
-0.26278,6.25465,VSTPH2,2
11.5904,4.06741,W5FDMV,1
23.2906,-39.0743,XAD1I4,0
19.8207,-4.48904,XXN4TH,0
-11.7087,-3.6575,XYBF9C,1
-2.08609,-3.005,Y45ETC,2
-0.789514,14.0227,YP7H46,1
-25.318,-10.8871,ZIBR7F,1
21.4665,-14.8802,ZP6YP4,2
