-20.6563,09K95A,0
-11.1482,0VM1CI,1
-2.39806,1RGWDX,1
-7.70511,1T56G4,0
44.1259,26QQrO,0
-57.3874,4XSG4Y,1
-26.9276,5MKWBH,0
59.9154,6LVPX8,1
-17.8785,9XELA5,2
-29.1923,9XNMJT,2
9.56233,DLODDN,2
43.4245,DZVZH0,2
29.9908,EPJUNL,1
35.4208,EUQG8X,1
11.0103,F80LGF,0
-2.06965,F9HJUU,0
24.5227,FMFSCB,2
-5.8544,G7E225,2
-15.7718,H6CSMA,1
4.56794,I5N225,1
-7.69592,J1O0BL,0
20.2569,J3UYDR,0
5.2191,JDWAOR,0
40.4663,LYDUBY,2
15.7515,MKBDBY,0
-6.55748,N5IZ3L,0
-1.9489,NDBDKD,2
-27.0371,O3VQFQ,1
45.7623,QBC0SD,2
-9.3824,T80OF8,2
40.4921,U6GTOL,0
14.8699,UMKISW,1
-34.4103,VSTPH2,2
-13.3994,W5FDMV,1
-40.7252,XAD1I4,0
33.9993,XXN4TH,0
-22.7103,XYBF9C,1
-26.9387,Y45ETC,2
5.20723,YP7H46,1
-34.882,ZIBR7F,1
18.632,ZP6YP4,2
