-0.367102,09K95A,0
-0.644543,0VM1CI,1
8.44386,1RGWDX,1
-17.0724,1T56G4,0
-3.66036,26QQrO,0
-5.86188,4XSG4Y,1
-1.65723,5MKWBH,0
-0.695848,6LVPX8,1
12.3598,9XELA5,2
10.776,9XNMJT,2
7.57869,DLODDN,2
4.41055,DZVZH0,2
-2.13432,EPJUNL,1
8.59313,EUQG8X,1
2.47559,F80LGF,0
-5.16126,F9HJUU,0
2.72863,FMFSCB,2
5.51843,G7E225,2
-22.4734,H6CSMA,1
-12.0033,I5N225,1
-10.5042,J1O0BL,0
-4.7419,J3UYDR,0
-4.13905,JDWAOR,0
1.15315,LYDUBY,2
-0.929686,MKBDBY,0
-5.68193,N5IZ3L,0
8.1084,NDBDKD,2
-8.69628,O3VQFQ,1
11.0412,QBC0SD,2
7.2518,T80OF8,2
1.03874,U6GTOL,0
-2.78989,UMKISW,1
4.54689,VSTPH2,2
3.82267,W5FDMV,1
-12.0761,XAD1I4,0
-0.158387,XXN4TH,0
9.16151,XYBF9C,1
8.95504,Y45ETC,2
3.36128,YP7H46,1
-13.5145,ZIBR7F,1
10.8341,ZP6YP4,2
