-8.34022,-5.96327,09K95A,0
2.65545,-9.30111,0VM1CI,1
8.78344,-11.9241,1RGWDX,1
-3.14582,9.01063,1T56G4,0
0.508187,-2.07935,26QQrO,0
-11.1785,11.9283,4XSG4Y,1
-13.0008,-6.33048,5MKWBH,0
-2.46767,6.64647,6LVPX8,1
11.1545,7.22377,9XELA5,2
-1.76605,13.1758,9XNMJT,2
-1.95141,-4.27552,DLODDN,2
3.67894,-4.06855,DZVZH0,2
3.62035,1.13009,EPJUNL,1
13.8628,0.845718,EUQG8X,1
8.80552,-15.5983,F80LGF,0
0.0874216,-3.96762,F9HJUU,0
7.69682,1.66212,FMFSCB,2
6.18626,-5.6895,G7E225,2
-23.9644,0.720545,H6CSMA,1
-0.934307,4.25679,I5N225,1
-8.81067,-7.03239,J1O0BL,0
6.97253,-1.61378,J3UYDR,0
-10.0362,5.78782,JDWAOR,0
3.55862,-1.70594,LYDUBY,2
-12.0303,2.31519,MKBDBY,0
-1.31859,5.30738,N5IZ3L,0
-2.93308,-10.0949,NDBDKD,2
2.26353,-0.296055,O3VQFQ,1
13.2081,-3.95119,QBC0SD,2
7.46026,-6.32946,T80OF8,2
-1.20438,-0.396217,U6GTOL,0
-6.33276,9.2829,UMKISW,1
0.133299,0.548121,VSTPH2,2
7.45468,6.31043,W5FDMV,1
-11.219,-0.704807,XAD1I4,0
1.04677,-1.40059,XXN4TH,0
12.6216,0.263642,XYBF9C,1
-2.88237,15.1889,Y45ETC,2
-0.413358,-2.3387,YP7H46,1
-10.7888,3.09923,ZIBR7F,1
11.6534,-0.551407,ZP6YP4,2
