-41.21966,10.11746,09K95A,0
-20.39415,61.05308,0VM1CI,1
-64.98876,19.26576,1RGWDX,1
187.7949,38.0912,1T56G4,0
-18.32957,47.5913,26QQrO,0
76.53856,-47.24486,4XSG4Y,1
-29.10823,8.927575,5MKWBH,0
-13.19109,-20.20969,6LVPX8,1
-3.924475,-28.91618,9XELA5,2
-28.73355,-27.02876,9XNMJT,2
-60.3706,-15.01441,DLODDN,2
-30.44577,3.429177,DZVZH0,2
3.062724,-44.05865,EPJUNL,1
-61.76831,73.25034,EUQG8X,1
-47.63087,26.66684,F80LGF,0
14.24408,-21.13837,F9HJUU,0
8.923403,-34.06352,FMFSCB,2
-78.81411,34.35161,G7E225,2
344.9472,-36.19551,H6CSMA,1
31.95894,44.42529,I5N225,1
-7.220649,2.46752,J1O0BL,0
42.96253,-32.67584,J3UYDR,0
20.83493,13.81731,JDWAOR,0
-62.05713,57.12509,LYDUBY,2
9.688609,-6.500885,MKBDBY,0
60.99158,-53.39809,N5IZ3L,0
-55.0896,-0.5572254,NDBDKD,2
-20.55362,168.1835,O3VQFQ,1
-47.91099,-20.25481,QBC0SD,2
-99.89613,36.43865,T80OF8,2
50.90924,-50.34144,U6GTOL,0
-16.53674,-29.4227,UMKISW,1
-30.94445,-24.8645,VSTPH2,2
-34.47199,50.68698,W5FDMV,1
0.808342,60.13174,XAD1I4,0
18.8013,-29.55331,XXN4TH,0
-14.48993,-43.60339,XYBF9C,1
-5.577678,-31.08032,Y45ETC,2
-32.48323,22.53609,YP7H46,1
106.5707,-52.00266,ZIBR7F,1
-57.05065,-41.62839,ZP6YP4,2
