0.8741197,09K95A,0
135.9267,0VM1CI,1
-106.7179,1RGWDX,1
-3.793108,1T56G4,0
-20.76274,26QQrO,0
10.26562,4XSG4Y,1
-16.70836,5MKWBH,0
3.637883,6LVPX8,1
-0.3027913,9XELA5,2
-20.89066,9XNMJT,2
-27.04802,DLODDN,2
-0.4896524,DZVZH0,2
16.94746,EPJUNL,1
-34.34597,EUQG8X,1
-20.8454,F80LGF,0
-1.152042,F9HJUU,0
-28.92593,FMFSCB,2
-26.38807,G7E225,2
66.50166,H6CSMA,1
-0.9123251,I5N225,1
8.407809,J1O0BL,0
-17.07964,J3UYDR,0
57.20863,JDWAOR,0
32.20234,LYDUBY,2
46.22955,MKBDBY,0
70.38446,N5IZ3L,0
-53.96331,NDBDKD,2
33.30503,O3VQFQ,1
-68.37142,QBC0SD,2
-86.00692,T80OF8,2
150.2841,U6GTOL,0
-12.80032,UMKISW,1
-26.58167,VSTPH2,2
-29.6509,W5FDMV,1
3.537297,XAD1I4,0
19.63328,XXN4TH,0
0.03785285,XYBF9C,1
-12.17924,Y45ETC,2
-6.484188,YP7H46,1
64.20164,ZIBR7F,1
-93.00314,ZP6YP4,2
