-2.957201,09K95A,0
13.20492,0VM1CI,1
39.46216,1RGWDX,1
-55.53985,1T56G4,0
8.263586,26QQrO,0
-52.67438,4XSG4Y,1
19.42832,5MKWBH,0
28.93961,6LVPX8,1
24.11761,9XELA5,2
-12.78226,9XNMJT,2
45.39196,DLODDN,2
14.96714,DZVZH0,2
-0.3475266,EPJUNL,1
30.57362,EUQG8X,1
25.95975,F80LGF,0
6.81435,F9HJUU,0
16.955,FMFSCB,2
22.80986,G7E225,2
-339.0536,H6CSMA,1
-1.390566,I5N225,1
-9.433261,J1O0BL,0
16.71474,J3UYDR,0
-52.09626,JDWAOR,0
32.13427,LYDUBY,2
-37.32579,MKBDBY,0
-34.30446,N5IZ3L,0
31.3098,NDBDKD,2
1.683947,O3VQFQ,1
32.74937,QBC0SD,2
61.87915,T80OF8,2
25.48575,U6GTOL,0
-4.924669,UMKISW,1
22.35752,VSTPH2,2
18.89385,W5FDMV,1
-15.90689,XAD1I4,0
0.8745348,XXN4TH,0
38.30316,XYBF9C,1
-36.9597,Y45ETC,2
-4.341555,YP7H46,1
32.87331,ZIBR7F,1
51.32696,ZP6YP4,2
